institutes,geo.cities,geo.states,geo.countries,input.name,input.city,input.state,input.country
"[{'institute': {'id': 'grid.412091.f', 'name': 'Keimyung University', 'city': 'Daegu', 'state': None, 'country': 'South Korea'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1835329, 'name': 'Daegu'}]","[{'geonames_id': 1835327, 'name': 'Daegu', 'code': None}]","[{'geonames_id': 1835841, 'name': 'South Korea', 'code': 'KR'}]",Keimyung University,nan,nan,South Korea
"[{'institute': {'id': 'grid.268099.c', 'name': 'Wenzhou Medical University', 'city': 'Wenzhou', 'state': None, 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1791388, 'name': 'Wenzhou'}]","[{'geonames_id': 1784764, 'name': 'Zhejiang', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Wenzhou Medical University,nan,nan,China
"[{'institute': {'id': 'grid.8547.e', 'name': 'Fudan University', 'city': 'Shanghai', 'state': 'Shanghai', 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1796236, 'name': 'Shanghai'}]","[{'geonames_id': 1796231, 'name': 'Shanghai', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Fudan University,nan,nan,China
"[{'institute': {'id': 'grid.10392.39', 'name': 'University of Tübingen', 'city': 'Tübingen', 'state': None, 'country': 'Germany'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2820860, 'name': 'Tuebingen'}]","[{'geonames_id': 2953481, 'name': 'Baden-Wuerttemberg', 'code': None}]","[{'geonames_id': 2921044, 'name': 'Germany', 'code': 'DE'}]",Eberhard Karls University of Tübingen,nan,nan,Germany
"[{'institute': {'id': 'grid.266623.5', 'name': 'University of Louisville', 'city': 'Louisville', 'state': 'Kentucky', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 4299276, 'name': 'Louisville'}]","[{'geonames_id': 6254925, 'name': 'Kentucky', 'code': 'US-KY'}]","[{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]",University of Louisville,nan,nan,United States
"[{'institute': {'id': 'grid.418701.b', 'name': ""Institut Català d'Oncologia"", 'city': 'Barcelona', 'state': None, 'country': 'Spain'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 3128760, 'name': 'Barcelona'}]","[{'geonames_id': 3336901, 'name': 'Catalonia', 'code': None}]","[{'geonames_id': 2510769, 'name': 'Spain', 'code': 'ES'}]",Catalan Institute of Oncology,nan,nan,Spain
"[{'institute': {'id': 'grid.5133.4', 'name': 'University of Trieste', 'city': 'Trieste', 'state': None, 'country': 'Italy'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 3165185, 'name': 'Trieste'}]","[{'geonames_id': 3176525, 'name': 'Friuli Venezia Giulia', 'code': None}]","[{'geonames_id': 3175395, 'name': 'Italy', 'code': 'IT'}]",University of Trieste,nan,nan,Italy
"[{'institute': {'id': 'grid.256112.3', 'name': 'Fujian Medical University', 'city': 'Fuzhou', 'state': 'Fujian', 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1810821, 'name': 'Fuzhou'}]","[{'geonames_id': 1811017, 'name': 'Fujian', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Fujian Medical University,nan,nan,China
"[{'institute': {'id': 'grid.411645.3', 'name': 'Chung Shan Medical University Hospital', 'city': 'Taichung', 'state': None, 'country': 'Taiwan'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1668399, 'name': 'Taichung'}]","[{'geonames_id': 7280291, 'name': 'Taiwan', 'code': None}]","[{'geonames_id': 1668284, 'name': 'Taiwan', 'code': 'TW'}]",Chung Shan Medical University Hospital,nan,nan,Taiwan
"[{'institute': {'id': 'grid.411641.7', 'name': 'Chung Shan Medical University', 'city': 'Taichung', 'state': None, 'country': 'Taiwan'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1668399, 'name': 'Taichung'}]","[{'geonames_id': 7280291, 'name': 'Taiwan', 'code': None}]","[{'geonames_id': 1668284, 'name': 'Taiwan', 'code': 'TW'}]",Chung Shan Medical University,nan,nan,Taiwan
"[{'institute': {'id': 'grid.40263.33', 'name': 'Brown University', 'city': 'Providence', 'state': 'Rhode Island', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 5224151, 'name': 'Providence'}]","[{'geonames_id': 5224323, 'name': 'Rhode Island', 'code': 'US-RI'}]","[{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]",Brown University,nan,nan,United States
"[{'institute': {'id': 'grid.417893.0', 'name': 'Fondazione IRCCS Istituto Nazionale dei Tumori', 'city': 'Milan', 'state': None, 'country': 'Italy'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 3173435, 'name': 'Milan'}]","[{'geonames_id': 3174618, 'name': 'Lombardy', 'code': None}]","[{'geonames_id': 3175395, 'name': 'Italy', 'code': 'IT'}]",Fondazione IRCCS - Istituto Nazionale dei Tumori,nan,nan,Italy
"[{'institute': {'id': 'grid.437349.e', 'name': 'University of Minnesota System', 'city': 'Minneapolis', 'state': 'Minnesota', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 5037649, 'name': 'Minneapolis'}]","[{'geonames_id': 5037779, 'name': 'Minnesota', 'code': 'US-MN'}]","[{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]",University of Minnesota System,nan,nan,United States
"[{'institute': {'id': 'grid.8393.1', 'name': 'University of Extremadura', 'city': 'Badajoz', 'state': None, 'country': 'Spain'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2521420, 'name': 'Badajoz'}]","[{'geonames_id': 2593112, 'name': 'Extremadura', 'code': None}]","[{'geonames_id': 2510769, 'name': 'Spain', 'code': 'ES'}]",University of Extremadura,nan,nan,Spain
"[{'institute': {'id': 'grid.263901.f', 'name': 'Southwest Jiaotong University', 'city': 'Chengdu', 'state': 'Sichuan', 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1815286, 'name': 'Chengdu'}]","[{'geonames_id': 1794299, 'name': 'Sichuan', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Southwest Jiaotong University,nan,nan,China
"[{'institute': {'id': 'grid.240614.5', 'name': 'Roswell Park Cancer Institute', 'city': 'Buffalo', 'state': 'New York', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 5110629, 'name': 'Buffalo'}]","[{'geonames_id': 5128638, 'name': 'New York', 'code': 'US-NY'}]","[{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]",Roswell Park Comprehensive Cancer Center,nan,nan,United States
"[{'institute': {'id': 'grid.4973.9', 'name': 'Copenhagen University Hospital', 'city': 'Copenhagen', 'state': None, 'country': 'Denmark'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2618425, 'name': 'Copenhagen'}]","[{'geonames_id': 6418538, 'name': 'Capital Region', 'code': None}]","[{'geonames_id': 2623032, 'name': 'Denmark', 'code': 'DK'}]",Copenhagen University Hospitals,nan,nan,Denmark
[],"[{'geonames_id': 1799552, 'name': 'Nanzhou'}]","[{'geonames_id': 1806691, 'name': 'Hunan', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Luoyang Normal Univ,nan,nan,China
"[{'institute': {'id': 'grid.11135.37', 'name': 'Peking University', 'city': 'Beijing', 'state': 'Beijing', 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1816670, 'name': 'Beijing'}]","[{'geonames_id': 2038349, 'name': 'Beijing', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Peking University,nan,nan,China
[],"[{'geonames_id': 1799552, 'name': 'Nanzhou'}]","[{'geonames_id': 1806691, 'name': 'Hunan', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Northwest Agriculture & Forestry University,nan,nan,China
"[{'institute': {'id': 'grid.410445.0', 'name': 'University of Hawaii at Manoa', 'city': 'Honolulu', 'state': 'Hawaii', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 5856195, 'name': 'Honolulu'}]","[{'geonames_id': 5855797, 'name': 'Hawaii', 'code': 'US-HI'}]","[{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]","University of Hawaii, Manoa",nan,nan,United States
"[{'institute': {'id': 'grid.12527.33', 'name': 'Tsinghua University', 'city': 'Beijing', 'state': 'Beijing', 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1816670, 'name': 'Beijing'}]","[{'geonames_id': 2038349, 'name': 'Beijing', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Tsinghua University,nan,nan,China
"[{'institute': {'id': 'grid.89957.3a', 'name': 'Nanjing Medical University', 'city': 'Nanjing', 'state': None, 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1799962, 'name': 'Nanjing'}]","[{'geonames_id': 1806260, 'name': 'Jiangsu', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Nanjing Medical University,nan,nan,China
"[{'institute': {'id': 'grid.17635.36', 'name': 'University of Minnesota', 'city': 'Minneapolis', 'state': 'Minnesota', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 5037649, 'name': 'Minneapolis'}]","[{'geonames_id': 5037779, 'name': 'Minnesota', 'code': 'US-MN'}]","[{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]","University of Minnesota, Twin Cities",nan,nan,United States
"[{'institute': {'id': 'grid.440653.0', 'name': 'Binzhou Medical University', 'city': 'Yantai', 'state': None, 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1787093, 'name': 'Yantai'}]","[{'geonames_id': 1796328, 'name': 'Shandong', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Binzhou Medical University (BMU),nan,nan,China
"[{'institute': {'id': 'grid.454740.6', 'name': 'Ministry of Health and Welfare', 'city': 'Taipei', 'state': None, 'country': 'Taiwan'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1668341, 'name': 'Taipei'}]","[{'geonames_id': 7280291, 'name': 'Taiwan', 'code': None}]","[{'geonames_id': 1668284, 'name': 'Taiwan', 'code': 'TW'}]",Ministry of Health and Welfare,nan,nan,Taiwan
"[{'institute': {'id': 'grid.263761.7', 'name': 'Soochow University', 'city': 'Suzhou', 'state': None, 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1886760, 'name': 'Suzhou'}]","[{'geonames_id': 1806260, 'name': 'Jiangsu', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Soochow University,nan,nan,China
"[{'institute': {'id': 'grid.13291.38', 'name': 'Sichuan University', 'city': 'Chengdu', 'state': None, 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1815286, 'name': 'Chengdu'}]","[{'geonames_id': 1794299, 'name': 'Sichuan', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]","West China Medical Center, Sichuan University",nan,nan,China
"[{'institute': {'id': 'grid.4808.4', 'name': 'University of Zagreb', 'city': 'Zagreb', 'state': 'Grad Zagreb', 'country': 'Croatia'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 3186886, 'name': 'Zagreb'}]","[{'geonames_id': 3337532, 'name': 'City of Zagreb', 'code': None}]","[{'geonames_id': 3202326, 'name': 'Croatia', 'code': 'HR'}]",University of Zagreb,nan,nan,Croatia
"[{'institute': {'id': 'grid.32566.34', 'name': 'Lanzhou University', 'city': 'Lanzhou', 'state': None, 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1804430, 'name': 'Lanzhou'}]","[{'geonames_id': 1810676, 'name': 'Gansu', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Lanzhou University,nan,nan,China
"[{'institute': {'id': 'grid.17063.33', 'name': 'University of Toronto', 'city': 'Toronto', 'state': 'Ontario', 'country': 'Canada'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 6167865, 'name': 'Toronto'}]","[{'geonames_id': 6093943, 'name': 'Ontario', 'code': 'CA-ON'}]","[{'geonames_id': 6251999, 'name': 'Canada', 'code': 'CA'}]",University of Toronto,nan,nan,Canada
"[{'institute': {'id': 'grid.410559.c', 'name': 'Centre Hospitalier de l’Université de Montréal', 'city': 'Montreal', 'state': 'Quebec', 'country': 'Canada'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 6077243, 'name': 'Montreal'}]","[{'geonames_id': 6115047, 'name': 'Quebec', 'code': 'CA-QC'}]","[{'geonames_id': 6251999, 'name': 'Canada', 'code': 'CA'}]",Centre hospitalier universitaire de Montreal CHUM,nan,nan,Canada
"[{'institute': {'id': 'grid.20513.35', 'name': 'Beijing Normal University', 'city': 'Beijing', 'state': 'Beijing', 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1816670, 'name': 'Beijing'}]","[{'geonames_id': 2038349, 'name': 'Beijing', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Beijing Normal University,nan,nan,China
"[{'institute': {'id': 'grid.6530.0', 'name': 'University of Rome Tor Vergata', 'city': 'Rome', 'state': 'Lazio', 'country': 'Italy'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 3169070, 'name': 'Rome'}]","[{'geonames_id': 3174976, 'name': 'Latium', 'code': None}]","[{'geonames_id': 3175395, 'name': 'Italy', 'code': 'IT'}]",University of Rome Tor Vergata,nan,nan,Italy
"[{'institute': {'id': 'grid.268333.f', 'name': 'Wright State University', 'city': 'Dayton', 'state': 'Ohio', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 4509884, 'name': 'Dayton'}]","[{'geonames_id': 5165418, 'name': 'Ohio', 'code': 'US-OH'}]","[{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]",Wright State University,nan,nan,United States
"[{'institute': {'id': 'grid.410745.3', 'name': 'Nanjing University of Chinese Medicine', 'city': 'Nanjing', 'state': None, 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1799962, 'name': 'Nanjing'}]","[{'geonames_id': 1806260, 'name': 'Jiangsu', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Nanjing University of Chinese Medicine,nan,nan,China
"[{'institute': {'id': 'grid.263488.3', 'name': 'Shenzhen University', 'city': 'Shenzhen', 'state': None, 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1795565, 'name': 'Shenzhen'}]","[{'geonames_id': 1809935, 'name': 'Guangdong', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Shenzhen University,nan,nan,China
"[{'institute': {'id': 'grid.260770.4', 'name': 'National Yang Ming University', 'city': 'Taipei', 'state': 'Taipei', 'country': 'Taiwan'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1668341, 'name': 'Taipei'}]","[{'geonames_id': 7280291, 'name': 'Taiwan', 'code': None}]","[{'geonames_id': 1668284, 'name': 'Taiwan', 'code': 'TW'}]",National Yang-Ming University,nan,nan,Taiwan
"[{'institute': {'id': 'grid.25627.34', 'name': 'Manchester Metropolitan University', 'city': 'Manchester', 'state': 'Manchester', 'country': 'United Kingdom'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2643123, 'name': 'Manchester'}]","[{'geonames_id': 6269131, 'name': 'England', 'code': None}]","[{'geonames_id': 2635167, 'name': 'United Kingdom', 'code': 'GB'}]",Manchester Metropolitan University,nan,nan,United Kingdom
"[{'institute': {'id': 'grid.260463.5', 'name': 'Nanchang University', 'city': 'Nanchang', 'state': None, 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1800163, 'name': 'Nanchang'}]","[{'geonames_id': 1806222, 'name': 'Jiangxi', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Nanchang University,nan,nan,China
"[{'institute': {'id': 'grid.43169.39', 'name': ""Xi'an Jiaotong University"", 'city': ""Xi'an"", 'state': None, 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1790630, 'name': ""Xi'an""}]","[{'geonames_id': 1796480, 'name': 'Shaanxi', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Xi'an Jiaotong University,nan,nan,China
"[{'institute': {'id': 'grid.411389.6', 'name': 'Anhui Agricultural University', 'city': 'Hefei', 'state': None, 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1808722, 'name': 'Hefei'}]","[{'geonames_id': 1818058, 'name': 'Anhui', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Anhui Agricultural University,nan,nan,China
"[{'institute': {'id': 'grid.8158.4', 'name': 'University of Catania', 'city': 'Catania', 'state': None, 'country': 'Italy'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2525068, 'name': 'Catania'}]","[{'geonames_id': 2523119, 'name': 'Sicily', 'code': None}]","[{'geonames_id': 3175395, 'name': 'Italy', 'code': 'IT'}]",University of Catania,nan,nan,Italy
"[{'institute': {'id': 'grid.214007.0', 'name': 'Scripps Research Institute', 'city': 'San Diego', 'state': 'California', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 5391811, 'name': 'San Diego'}]","[{'geonames_id': 5332921, 'name': 'California', 'code': 'US-CA'}]","[{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]",Scripps Research Institute,nan,nan,United States
"[{'institute': {'id': 'grid.254145.3', 'name': 'China Medical University', 'city': 'Taichung', 'state': None, 'country': 'Taiwan'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1668399, 'name': 'Taichung'}]","[{'geonames_id': 7280291, 'name': 'Taiwan', 'code': None}]","[{'geonames_id': 1668284, 'name': 'Taiwan', 'code': 'TW'}]","China Medical University, Taiwan",nan,nan,Taiwan
[],"[{'geonames_id': 1799552, 'name': 'Nanzhou'}]","[{'geonames_id': 1806691, 'name': 'Hunan', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Jinzhou Medical University,nan,nan,China
[],"[{'geonames_id': 1799552, 'name': 'Nanzhou'}]","[{'geonames_id': 1806691, 'name': 'Hunan', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Peking Union Medical College,nan,nan,China
"[{'institute': {'id': 'grid.418095.1', 'name': 'Czech Academy of Sciences', 'city': 'Prague', 'state': None, 'country': 'Czechia'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 3067696, 'name': 'Prague'}]","[{'geonames_id': 3067695, 'name': 'Hlavni mesto Praha', 'code': None}]","[{'geonames_id': 3077311, 'name': 'Czechia', 'code': 'CZ'}]",Czech Academy of Sciences,nan,nan,Czech Republic
"[{'institute': {'id': 'grid.4714.6', 'name': 'Karolinska Institute', 'city': 'Stockholm', 'state': None, 'country': 'Sweden'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2673730, 'name': 'Stockholm'}]","[{'geonames_id': 2673722, 'name': 'Stockholm', 'code': None}]","[{'geonames_id': 2661886, 'name': 'Sweden', 'code': 'SE'}]",Karolinska Institutet,nan,nan,Sweden
"[{'institute': {'id': 'grid.15496.3f', 'name': 'Vita-Salute San Raffaele University', 'city': 'Milan', 'state': None, 'country': 'Italy'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 3173435, 'name': 'Milan'}]","[{'geonames_id': 3174618, 'name': 'Lombardy', 'code': None}]","[{'geonames_id': 3175395, 'name': 'Italy', 'code': 'IT'}]",Vita-Salute San Raffaele University,nan,nan,Italy
"[{'institute': {'id': 'grid.42505.36', 'name': 'University of Southern California', 'city': 'Los Angeles', 'state': 'California', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 5368361, 'name': 'Los Angeles'}]","[{'geonames_id': 5332921, 'name': 'California', 'code': 'US-CA'}]","[{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]",University of Southern California,nan,nan,United States
"[{'institute': {'id': 'grid.16821.3c', 'name': 'Shanghai Jiao Tong University', 'city': 'Shanghai', 'state': 'Shanghai', 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1796236, 'name': 'Shanghai'}]","[{'geonames_id': 1796231, 'name': 'Shanghai', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Shanghai Jiao Tong University,nan,nan,China
"[{'institute': {'id': 'grid.411304.3', 'name': 'Chengdu University of Traditional Chinese Medicine', 'city': 'Chengdu', 'state': None, 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1815286, 'name': 'Chengdu'}]","[{'geonames_id': 1794299, 'name': 'Sichuan', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Chengdu University of Traditional Chinese Medicine,nan,nan,China
