matches,input.affiliation
"[{'institutes': [{'institute': {'id': 'grid.6936.a', 'name': 'Technical University of Munich', 'city': 'Munich', 'state': None, 'country': 'Germany'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2867714, 'name': 'Munich'}], 'states': [{'geonames_id': 2951839, 'name': 'Bavaria', 'code': None}], 'countries': [{'geonames_id': 2921044, 'name': 'Germany', 'code': 'DE'}]}, 'affiliation_part': 'Technische Universität München'}]",Technische Universität München
"[{'institutes': [{'institute': {'id': 'grid.147455.6', 'name': 'Carnegie Mellon University', 'city': 'Pittsburgh', 'state': 'Pennsylvania', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 5206379, 'name': 'Pittsburgh'}], 'states': [{'geonames_id': 6254927, 'name': 'Pennsylvania', 'code': 'US-PA'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'Carnegie Mellon University'}]",Carnegie Mellon University
"[{'institutes': [{'institute': {'id': 'grid.440907.e', 'name': 'PSL Research University', 'city': 'Paris', 'state': None, 'country': 'France'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2988507, 'name': 'Paris'}], 'states': [{'geonames_id': 3012874, 'name': 'Ile-de-France', 'code': None}], 'countries': [{'geonames_id': 3017382, 'name': 'France', 'code': 'FR'}]}, 'affiliation_part': 'Université PSL (Paris Sciences & Lettres)'}]",Université PSL (Paris Sciences & Lettres)
"[{'institutes': [{'institute': {'id': 'grid.13402.34', 'name': 'Zhejiang University', 'city': 'Hangzhou', 'state': 'Zhejiang', 'country': 'China'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1808926, 'name': 'Hangzhou'}], 'states': [{'geonames_id': 1784764, 'name': 'Zhejiang', 'code': None}], 'countries': [{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]}, 'affiliation_part': 'Zhejiang University'}]",Zhejiang University
"[{'institutes': [{'institute': {'id': 'grid.266100.3', 'name': 'University of California, San Diego', 'city': 'San Diego', 'state': 'California', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 5391811, 'name': 'San Diego'}], 'states': [{'geonames_id': 5332921, 'name': 'California', 'code': 'US-CA'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'University of California, San Diego (UCSD)'}]","University of California, San Diego (UCSD)"
"[{'institutes': [{'institute': {'id': 'grid.1002.3', 'name': 'Monash University', 'city': 'Melbourne', 'state': 'Victoria', 'country': 'Australia'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2158177, 'name': 'Melbourne'}], 'states': [{'geonames_id': 2145234, 'name': 'Victoria', 'code': 'AU-VIC'}], 'countries': [{'geonames_id': 2077456, 'name': 'Australia', 'code': 'AU'}]}, 'affiliation_part': 'Monash University'}]",Monash University
"[{'institutes': [{'institute': {'id': 'grid.32197.3e', 'name': 'Tokyo Institute of Technology', 'city': 'Tokyo', 'state': 'Tôkyô', 'country': 'Japan'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1850147, 'name': 'Tokyo'}], 'states': [{'geonames_id': 1850144, 'name': 'Tokyo', 'code': None}], 'countries': [{'geonames_id': 1861060, 'name': 'Japan', 'code': 'JP'}]}, 'affiliation_part': 'Tokyo Institute of Technology'}]",Tokyo Institute of Technology
"[{'institutes': [{'institute': {'id': 'grid.5292.c', 'name': 'Delft University of Technology', 'city': 'Delft', 'state': 'Zuid-Holland', 'country': 'Netherlands'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2757345, 'name': 'Delft'}], 'states': [{'geonames_id': 2743698, 'name': 'South Holland', 'code': None}], 'countries': [{'geonames_id': 2750405, 'name': 'Netherlands', 'code': 'NL'}]}, 'affiliation_part': 'Delft University of Technology'}]",Delft University of Technology
"[{'institutes': [{'institute': {'id': 'grid.5337.2', 'name': 'University of Bristol', 'city': 'Bristol', 'state': None, 'country': 'United Kingdom'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2654675, 'name': 'Bristol'}], 'states': [{'geonames_id': 6269131, 'name': 'England', 'code': None}], 'countries': [{'geonames_id': 2635167, 'name': 'United Kingdom', 'code': 'GB'}]}, 'affiliation_part': 'University of Bristol'}]",University of Bristol
"[{'institutes': [{'institute': {'id': 'grid.10347.31', 'name': 'University of Malaya', 'city': 'Kuala Lumpur', 'state': None, 'country': 'Malaysia'}, 'metadata': {'requires_manual_review': True}}], 'geo': {'cities': [{'geonames_id': 1735161, 'name': 'Kuala Lumpur'}], 'states': [{'geonames_id': 1733046, 'name': 'Kuala Lumpur', 'code': None}], 'countries': [{'geonames_id': 1733045, 'name': 'Malaysia', 'code': 'MY'}]}, 'affiliation_part': 'Universiti Malaya (UM)'}]",Universiti Malaya (UM)
"[{'institutes': [{'institute': {'id': 'grid.40263.33', 'name': 'Brown University', 'city': 'Providence', 'state': 'Rhode Island', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 5224151, 'name': 'Providence'}], 'states': [{'geonames_id': 5224323, 'name': 'Rhode Island', 'code': 'US-RI'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'Brown University'}]",Brown University
"[{'institutes': [{'institute': {'id': 'grid.10877.39', 'name': 'École Polytechnique', 'city': 'Palaiseau', 'state': None, 'country': 'France'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2988758, 'name': 'Palaiseau'}], 'states': [{'geonames_id': 3012874, 'name': 'Ile-de-France', 'code': None}], 'countries': [{'geonames_id': 3017382, 'name': 'France', 'code': 'FR'}]}, 'affiliation_part': 'Ecole Polytechnique'}]",Ecole Polytechnique
"[{'institutes': [{'institute': {'id': 'grid.7177.6', 'name': 'University of Amsterdam', 'city': 'Amsterdam', 'state': 'Noord-Holland', 'country': 'Netherlands'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2759794, 'name': 'Amsterdam'}], 'states': [{'geonames_id': 2749879, 'name': 'North Holland', 'code': None}], 'countries': [{'geonames_id': 2750405, 'name': 'Netherlands', 'code': 'NL'}]}, 'affiliation_part': 'University of Amsterdam'}]",University of Amsterdam
"[{'institutes': [{'institute': {'id': 'grid.7372.1', 'name': 'University of Warwick', 'city': 'Coventry', 'state': 'Warwickshire', 'country': 'United Kingdom'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2652221, 'name': 'Coventry'}], 'states': [{'geonames_id': 6269131, 'name': 'England', 'code': None}], 'countries': [{'geonames_id': 2635167, 'name': 'United Kingdom', 'code': 'GB'}]}, 'affiliation_part': 'The University of Warwick'}]",The University of Warwick
"[{'institutes': [{'institute': {'id': 'grid.5252.0', 'name': 'Ludwig-Maximilians-Universität München', 'city': 'Munich', 'state': None, 'country': 'Germany'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2867714, 'name': 'Munich'}], 'states': [{'geonames_id': 2951839, 'name': 'Bavaria', 'code': None}], 'countries': [{'geonames_id': 2921044, 'name': 'Germany', 'code': 'DE'}]}, 'affiliation_part': 'Ludwig-Maximilians-Universität München'}]",Ludwig-Maximilians-Universität München
"[{'institutes': [{'institute': {'id': 'grid.7700.0', 'name': 'Heidelberg University', 'city': 'Heidelberg', 'state': None, 'country': 'Germany'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2907911, 'name': 'Heidelberg'}], 'states': [{'geonames_id': 2953481, 'name': 'Baden-Wuerttemberg', 'code': None}], 'countries': [{'geonames_id': 2921044, 'name': 'Germany', 'code': 'DE'}]}, 'affiliation_part': 'Ruprecht-Karls-Universität Heidelberg'}]",Ruprecht-Karls-Universität Heidelberg
"[{'institutes': [{'institute': {'id': 'grid.14003.36', 'name': 'University of Wisconsin–Madison', 'city': 'Madison', 'state': 'Wisconsin', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 5261457, 'name': 'Madison'}], 'states': [{'geonames_id': 5279468, 'name': 'Wisconsin', 'code': 'US-WI'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'University of Wisconsin-Madison'}]",University of Wisconsin-Madison
"[{'institutes': [{'institute': {'id': 'grid.19188.39', 'name': 'National Taiwan University', 'city': 'Taipei', 'state': 'Taipei', 'country': 'Taiwan'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1668341, 'name': 'Taipei'}], 'states': [{'geonames_id': 7280291, 'name': 'Taiwan', 'code': None}], 'countries': [{'geonames_id': 1668284, 'name': 'Taiwan', 'code': 'TW'}]}, 'affiliation_part': 'National Taiwan University (NTU)'}]",National Taiwan University (NTU)
"[{'institutes': [{'institute': {'id': 'grid.7345.5', 'name': 'University of Buenos Aires', 'city': 'Buenos Aires', 'state': None, 'country': 'Argentina'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 3435910, 'name': 'Buenos Aires'}], 'states': [{'geonames_id': 3433955, 'name': 'Buenos Aires F.D.', 'code': None}], 'countries': [{'geonames_id': 3865483, 'name': 'Argentina', 'code': 'AR'}]}, 'affiliation_part': 'Universidad de Buenos Aires'}]",Universidad de Buenos Aires
"[{'institutes': [{'institute': {'id': 'grid.222754.4', 'name': 'Korea University', 'city': 'Seoul', 'state': None, 'country': 'South Korea'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1835848, 'name': 'Seoul'}], 'states': [{'geonames_id': 1835847, 'name': 'Seoul', 'code': None}], 'countries': [{'geonames_id': 1835841, 'name': 'South Korea', 'code': 'KR'}]}, 'affiliation_part': 'Korea University'}]",Korea University
"[{'institutes': [{'institute': {'id': 'grid.7400.3', 'name': 'University of Zurich', 'city': 'Zurich', 'state': None, 'country': 'Switzerland'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2657896, 'name': 'Zurich'}], 'states': [{'geonames_id': 2657895, 'name': 'Zurich', 'code': None}], 'countries': [{'geonames_id': 2658434, 'name': 'Switzerland', 'code': 'CH'}]}, 'affiliation_part': 'University of Zurich'}]",University of Zurich
"[{'institutes': [{'institute': {'id': 'grid.89336.37', 'name': 'The University of Texas at Austin', 'city': 'Austin', 'state': 'Texas', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 4671654, 'name': 'Austin'}], 'states': [{'geonames_id': 4736286, 'name': 'Texas', 'code': 'US-TX'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'University of Texas at Austin'}]",University of Texas at Austin
"[{'institutes': [{'institute': {'id': 'grid.136593.b', 'name': 'Osaka University', 'city': 'Osaka', 'state': None, 'country': 'Japan'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1853909, 'name': 'Osaka'}], 'states': [{'geonames_id': 1853904, 'name': 'Osaka', 'code': None}], 'countries': [{'geonames_id': 1861060, 'name': 'Japan', 'code': 'JP'}]}, 'affiliation_part': 'Osaka University'}]",Osaka University
"[{'institutes': [{'institute': {'id': 'grid.34477.33', 'name': 'University of Washington', 'city': 'Seattle', 'state': 'Washington', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 5809844, 'name': 'Seattle'}], 'states': [{'geonames_id': 5815135, 'name': 'Washington', 'code': 'US-WA'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'University of Washington'}]",University of Washington
"[{'institutes': [{'institute': {'id': 'grid.14476.30', 'name': 'Lomonosov Moscow State University', 'city': 'Moscow', 'state': None, 'country': 'Russia'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 524901, 'name': 'Moscow'}], 'states': [{'geonames_id': 524894, 'name': 'Moscow', 'code': None}], 'countries': [{'geonames_id': 2017370, 'name': 'Russia', 'code': 'RU'}]}, 'affiliation_part': 'Lomonosov Moscow State University'}]",Lomonosov Moscow State University
"[{'institutes': [{'institute': {'id': 'grid.16890.36', 'name': 'Hong Kong Polytechnic University', 'city': 'Hong Kong', 'state': None, 'country': 'China'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1819729, 'name': 'Hong Kong'}], 'states': [{'geonames_id': 7533598, 'name': 'Central and Western', 'code': None}], 'countries': [{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]}, 'affiliation_part': 'The Hong Kong Polytechnic University'}]",The Hong Kong Polytechnic University
"[{'institutes': [{'institute': {'id': 'grid.5254.6', 'name': 'University of Copenhagen', 'city': 'Copenhagen', 'state': None, 'country': 'Denmark'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2618425, 'name': 'Copenhagen'}], 'states': [{'geonames_id': 6418538, 'name': 'Capital Region', 'code': None}], 'countries': [{'geonames_id': 2623032, 'name': 'Denmark', 'code': 'DK'}]}, 'affiliation_part': 'University of Copenhagen'}]",University of Copenhagen
"[{'institutes': [{'institute': {'id': 'grid.49100.3c', 'name': 'Pohang University of Science and Technology', 'city': 'Pohang', 'state': None, 'country': 'South Korea'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1839071, 'name': 'Pohang'}], 'states': [{'geonames_id': 1841597, 'name': 'Gyeongsangbuk-do', 'code': None}], 'countries': [{'geonames_id': 1835841, 'name': 'South Korea', 'code': 'KR'}]}, 'affiliation_part': 'Pohang University of Science and Technology (POSTECH)'}]",Pohang University of Science and Technology (POSTECH)
"[{'institutes': [{'institute': {'id': 'grid.8756.c', 'name': 'University of Glasgow', 'city': 'Glasgow', 'state': None, 'country': 'United Kingdom'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2648579, 'name': 'Glasgow'}], 'states': [{'geonames_id': 2638360, 'name': 'Scotland', 'code': None}], 'countries': [{'geonames_id': 2635167, 'name': 'United Kingdom', 'code': 'GB'}]}, 'affiliation_part': 'University of Glasgow'}]",University of Glasgow
"[{'institutes': [{'institute': {'id': 'grid.69566.3a', 'name': 'Tohoku University', 'city': 'Sendai', 'state': None, 'country': 'Japan'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2111149, 'name': 'Sendai'}], 'states': [{'geonames_id': 2111888, 'name': 'Miyagi', 'code': None}], 'countries': [{'geonames_id': 1861060, 'name': 'Japan', 'code': 'JP'}]}, 'affiliation_part': 'Tohoku University'}]",Tohoku University
"[{'institutes': [{'institute': {'id': 'grid.213917.f', 'name': 'Georgia Institute of Technology', 'city': 'Atlanta', 'state': 'Georgia', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 4180439, 'name': 'Atlanta'}], 'states': [{'geonames_id': 4197000, 'name': 'Georgia', 'code': 'US-GA'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'Georgia Institute of Technology (Georgia Tech)'}]",Georgia Institute of Technology (Georgia Tech)
"[{'institutes': [{'institute': {'id': 'grid.9654.e', 'name': 'University of Auckland', 'city': 'Auckland', 'state': None, 'country': 'New Zealand'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2193733, 'name': 'Auckland'}], 'states': [{'geonames_id': 2193734, 'name': 'Auckland', 'code': None}], 'countries': [{'geonames_id': 2186224, 'name': 'New Zealand', 'code': 'NZ'}]}, 'affiliation_part': 'The University of Auckland'}]",The University of Auckland
"[{'institutes': [{'institute': {'id': 'grid.35403.31', 'name': 'University of Illinois Urbana-Champaign', 'city': 'Urbana', 'state': 'Illinois', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 4914570, 'name': 'Urbana'}], 'states': [{'geonames_id': 4896861, 'name': 'Illinois', 'code': 'US-IL'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'University of Illinois at Urbana-Champaign'}]",University of Illinois at Urbana-Champaign
"[{'institutes': [{'institute': {'id': 'grid.462844.8', 'name': 'Sorbonne University', 'city': 'Paris', 'state': None, 'country': 'France'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2988507, 'name': 'Paris'}], 'states': [{'geonames_id': 3012874, 'name': 'Ile-de-France', 'code': None}], 'countries': [{'geonames_id': 3017382, 'name': 'France', 'code': 'FR'}]}, 'affiliation_part': 'Sorbonne University'}]",Sorbonne University
"[{'institutes': [{'institute': {'id': 'grid.5596.f', 'name': 'KU Leuven', 'city': 'Leuven', 'state': None, 'country': 'Belgium'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2792482, 'name': 'Leuven'}], 'states': [{'geonames_id': 3337388, 'name': 'Flanders', 'code': None}], 'countries': [{'geonames_id': 2802361, 'name': 'Belgium', 'code': 'BE'}]}, 'affiliation_part': 'Katholieke Universiteit Leuven'}]",Katholieke Universiteit Leuven
"[{'institutes': [{'institute': {'id': 'grid.15444.30', 'name': 'Yonsei University', 'city': 'Seoul', 'state': None, 'country': 'South Korea'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1835848, 'name': 'Seoul'}], 'states': [{'geonames_id': 1835847, 'name': 'Seoul', 'code': None}], 'countries': [{'geonames_id': 1835841, 'name': 'South Korea', 'code': 'KR'}]}, 'affiliation_part': 'Yonsei University'}]",Yonsei University
"[{'institutes': [{'institute': {'id': 'grid.8250.f', 'name': 'Durham University', 'city': 'Durham', 'state': None, 'country': 'United Kingdom'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2650628, 'name': 'Durham'}], 'states': [{'geonames_id': 6269131, 'name': 'England', 'code': None}], 'countries': [{'geonames_id': 2635167, 'name': 'United Kingdom', 'code': 'GB'}]}, 'affiliation_part': 'Durham University'}]",Durham University
"[{'institutes': [{'institute': {'id': 'grid.6572.6', 'name': 'University of Birmingham', 'city': 'Birmingham', 'state': None, 'country': 'United Kingdom'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2655603, 'name': 'Birmingham'}], 'states': [{'geonames_id': 6269131, 'name': 'England', 'code': None}], 'countries': [{'geonames_id': 2635167, 'name': 'United Kingdom', 'code': 'GB'}]}, 'affiliation_part': 'University of Birmingham'}]",University of Birmingham
"[{'institutes': [{'institute': {'id': 'grid.264381.a', 'name': 'Sungkyunkwan University', 'city': 'Seoul', 'state': None, 'country': 'South Korea'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1835848, 'name': 'Seoul'}], 'states': [{'geonames_id': 1835847, 'name': 'Seoul', 'code': None}], 'countries': [{'geonames_id': 1835841, 'name': 'South Korea', 'code': 'KR'}]}, 'affiliation_part': 'Sungkyunkwan University'}]",Sungkyunkwan University
"[{'institutes': [{'institute': {'id': 'grid.21940.3e', 'name': 'Rice University', 'city': 'Houston', 'state': 'Texas', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 4699066, 'name': 'Houston'}], 'states': [{'geonames_id': 4736286, 'name': 'Texas', 'code': 'US-TX'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'Rice University'}]",Rice University
"[{'institutes': [{'institute': {'id': 'grid.5491.9', 'name': 'University of Southampton', 'city': 'Southampton', 'state': None, 'country': 'United Kingdom'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2637487, 'name': 'Southampton'}], 'states': [{'geonames_id': 6269131, 'name': 'England', 'code': None}], 'countries': [{'geonames_id': 2635167, 'name': 'United Kingdom', 'code': 'GB'}]}, 'affiliation_part': 'University of Southampton'}]",University of Southampton
